"","X1","X2","X3","X4","X5"
"10164","2008-03-15","Magic","","• Keyon Dooling","DNP"
"10165","2008-03-15","Spurs","","• Ime Udoka","tarsal tunnel syndrome in right ankle (DNP)"
"10166","2008-03-15","Wizards","","• Brendan Haywood","strained patella tendon in left knee (DNP)"
"10167","Date","Team","Acquired","Relinquished","Notes"
"10168","2008-03-16","Hawks","","• Salim Stoudamire","ankle injury (DNP)"
"10169","2008-03-16","Heat","","• Marcus Banks","right hamstring injury (DNP)"
"10170","2008-03-16","Heat","","• Shawn Marion","sore back (DNP)"
"10171","2008-03-16","Heat","","• Udonis Haslem","left ankle injury (DNP)"
"10172","2008-03-16","Kings","","• John Salmons","sprained ankle (DNP)"
"10173","2008-03-16","Knicks","","• Quentin Richardson","wrist injury (DNP)"
"10174","2008-03-16","Lakers","","• Pau Gasol","sprained left ankle (DNP)"
"10175","2008-03-17","Clippers","","• Chris Kaman","sore back (DNP)"
"10176","2008-03-17","Knicks","","• Eddy Curry","surgery on right knee to remove loose cartilage (out ~4-6 weeks)"
"10177","2008-03-17","Knicks","","• Quentin Richardson","wrist injury (DNP)"
"10178","2008-03-18","Bulls","","• Chris Duhon","flu-like symptoms (DNP)"
"10179","2008-03-18","Heat","","• Alexander Johnson","bruised right knee (DNP)"
"10180","2008-03-18","Heat","","• Marcus Banks","pulled right hamstring (DNP)"
"10181","2008-03-18","Heat","","• Udonis Haslem","sprained left ankle (DNP)"
"10182","2008-03-18","Kings","","• Beno Udrih","strained lower back (DNP)"
"10183","2008-03-18","Kings","","• Kenny Thomas","sore right knee (DTD)"
"10184","2008-03-18","Kings","","• Spencer Hawes","sprained left foot (DNP)"
"10185","2008-03-18","Lakers","","• Pau Gasol","sprained left ankle (DNP)"
"10186","2008-03-18","Warriors","","• Austin Croshere","groin injury (DTD)"
"10187","2008-03-19","Clippers","","• Brevin Knight","sore lower left leg (DNP)"
"10188","2008-03-19","Clippers","","• Chris Kaman","sore back (DNP)"
"10189","2008-03-19","Heat","","• Alexander Johnson","bruised right knee (DNP)"
"10190","2008-03-19","Heat","","• Jason Williams","jammed right thumb (DNP)"
"10191","2008-03-19","Heat","","• Marcus Banks","pulled right hamstring (DNP)"
"10192","2008-03-19","Heat","","• Shawn Marion","sore back (DNP)"
"10193","Date","Team","Acquired","Relinquished","Notes"
"10194","2008-03-19","Heat","","• Udonis Haslem","bone spur in left ankle (DNP)"
"10195","2008-03-19","Suns","","• Gordan Giricek","bruised right quadriceps (DNP)"
"10196","2008-03-20","Bulls","","• Kirk Hinrich","sprained right ankle (DNP)"
"10197","2008-03-20","Lakers","","• Pau Gasol","sprained left ankle (DNP)"
"10198","2008-03-20","Sonics","","• Mickael Gelabale","torn ACL in right knee (out for season)"
"10199","2008-03-21","Clippers","","• Brevin Knight","sore left leg (DNP)"
"10200","2008-03-21","Clippers","","• Chris Kaman","sore back (DNP)"
"10201","2008-03-21","Clippers","","• Corey Maggette","sore left shoulder (DNP)"
"10202","2008-03-21","Heat","","• Alexander Johnson","bruised right knee (DNP)"
"10203","2008-03-21","Heat","","• Marcus Banks","pulled right hamstring (DNP)"
"10204","2008-03-21","Heat","","• Shawn Marion","sore back (DNP)"
"10205","2008-03-21","Heat","","• Udonis Haslem","surgery on left ankle to repair bone spur (out ~2 months)"
"10206","2008-03-21","Heat","","• Udonis Haslem","recovering from surgery on left ankle to repair bone spur (DNP)"
"10207","2008-03-21","Kings","","• Beno Udrih","strained lower back (DNP)"
"10208","2008-03-21","Knicks","","• Quentin Richardson","wrist injury (DNP)"
"10209","2008-03-21","Knicks","","• Zach Randolph","DNP"
"10210","2008-03-21","Lakers","","• Pau Gasol","sprained left ankle (DNP)"
"10211","2008-03-21","Sonics","","• Chris Wilcox","sprained right pinkie finger (DNP)"
"10212","2008-03-21","Wizards","","• Nick Young","bruised right knee (DNP)"
"10213","2008-03-22","Cavaliers","","• Ben Wallace","sore back (DNP)"
"10214","2008-03-22","Clippers","","• Brevin Knight","sore left leg (DNP)"
"10215","2008-03-22","Clippers","","• Chris Kaman","sore back (DNP)"
"10216","2008-03-22","Clippers","","• Tim Thomas","stomach virus (DNP)"
"10217","2008-03-22","Heat","","• Alexander Johnson","bruised right knee (DNP)"
"10218","2008-03-22","Heat","","• Marcus Banks","pulled right hamstring (DNP)"
"10219","Date","Team","Acquired","Relinquished","Notes"
"10220","2008-03-22","Heat","","• Shawn Marion","sore back (DNP)"
"10221","2008-03-22","Heat","","• Udonis Haslem","recovering from surgery on left ankle to repair bone spur (DNP)"
"10222","2008-03-22","Kings","","• Beno Udrih","sore back (DNP)"
"10223","2008-03-22","Kings","","• Brad Miller","sore right elbow (DNP)"
"10224","2008-03-22","Kings","","• Ron Artest / Metta World Peace","sore knee & right elbow (DNP)"
"10225","2008-03-22","Knicks","","• Nate Robinson","sprained right knee (DNP)"
"10226","2008-03-22","Knicks","","• Quentin Richardson","wrist injury (DNP)"
"10227","2008-03-22","Knicks","","• Zach Randolph","DNP"
"10228","2008-03-22","Suns","","• Raja Bell","sprained left ankle (DNP)"
"10229","2008-03-23","Lakers","","• Pau Gasol","sprained left ankle (DNP)"
"10230","2008-03-23","Spurs","","• Robert Horry","bruised left knee (DNP)"
"10231","2008-03-23","Wizards","","• Nick Young","bruised right thigh (DNP)"
"10232","2008-03-24","Heat","","• Alexander Johnson","bruised right knee (DNP)"
"10233","2008-03-24","Heat","","• Jason Williams","sprained right thumb (DNP)"
"10234","2008-03-24","Heat","","• Marcus Banks","pulled right hamstring (DNP)"
"10235","2008-03-24","Heat","","• Shawn Marion","sore back (DNP)"
"10236","2008-03-24","Heat","","• Udonis Haslem","recovering from surgery on left ankle to repair bone spur (DNP)"
"10237","2008-03-24","Knicks","","• Nate Robinson","sprained right knee (DNP)"
"10238","2008-03-24","Knicks","","• Quentin Richardson","wrist injury (DNP)"
"10239","2008-03-24","Lakers","","• Pau Gasol","sprained left ankle (DNP)"
"10240","2008-03-24","Mavericks","","• Dirk Nowitzki","high left ankle sprain (out 2-6 weeks)"
"10241","2008-03-24","Pistons","","• Richard Hamilton","sore left hip (DNP)"
"10242","2008-03-24","Sonics","","• Chris Wilcox","placed on IL with dislocated pinkie finger on right hand"
"10243","2008-03-24","Sonics","","• Earl Watson","bruised right calf (DNP)"
"10244","2008-03-25","Blazers","","• LaMarcus Aldridge","sprained ankle (DNP)"
"10245","Date","Team","Acquired","Relinquished","Notes"
"10246","2008-03-25","Bobcats","","• Othella Harrington","sore left knee (DNP)"
"10247","2008-03-25","Clippers","","• Aaron Williams","abdominal strain (DNP)"
"10248","2008-03-25","Clippers","","• Chris Kaman","sore lower back (DNP)"
"10249","2008-03-25","Clippers","","• Quinton Ross","sore left foot (DNP)"
"10250","2008-03-25","Spurs","","• Robert Horry","bruised left knee (DNP)"
"10251","2008-03-26","Bulls","• Chris Duhon","","returned to lineup"
"10252","2008-03-26","Cavaliers","","• Ben Wallace","sore back (DNP)"
"10253","2008-03-26","Clippers","","• Aaron Williams","abdominal strain (DNP)"
"10254","2008-03-26","Clippers","","• Quinton Ross","sore left foot (DNP)"
"10255","2008-03-26","Heat","","• Jason Williams","sprained right thumb (DNP)"
"10256","2008-03-26","Heat","","• Marcus Banks","pulled right hamstring (DNP)"
"10257","2008-03-26","Heat","","• Shawn Marion","sore back (DNP)"
"10258","2008-03-26","Heat","","• Udonis Haslem","recovering from surgery on left ankle to repair bone spur (DNP)"
"10259","2008-03-26","Kings","","• Beno Udrih","strained lower back (DNP)"
"10260","2008-03-26","Knicks","","• Nate Robinson","sprained right knee (DNP)"
"10261","2008-03-26","Knicks","","• Quentin Richardson","wrist injury (DNP)"
"10262","2008-03-26","Lakers","","• Pau Gasol","sprained left ankle (DNP)"
"10263","2008-03-26","Spurs","","• Robert Horry","bruised left knee (DNP)"
"10264","2008-03-27","Blazers","","• Brandon Roy","strained right groin (DNP)"
"10265","2008-03-27","Heat","","• Daequan Cook","concussion (DTD)"
"10266","2008-03-27","Heat","","• Jason Williams","sprained right thumb (DNP)"
"10267","2008-03-27","Heat","","• Marcus Banks","pulled right hamstring (DNP)"
"10268","2008-03-27","Heat","","• Shawn Marion","sore back (DNP)"
"10269","2008-03-27","Heat","","• Udonis Haslem","recovering from surgery on left ankle to repair bone spur (DNP)"
"10270","2008-03-28","Bobcats","","• Othella Harrington","sore left knee (DNP)"
"10271","Date","Team","Acquired","Relinquished","Notes"
"10272","2008-03-28","Clippers","","• Quinton Ross","sore left foot (DNP)"
"10273","2008-03-28","Hawks","","• Salim Stoudamire","sore right ankle (DNP)"
"10274","2008-03-28","Jazz","","• Mehmet Okur","stomach virus (DNP)"
"10275","2008-03-28","Jazz","","• Ronnie Brewer","stomach virus (DNP)"
"10276","2008-03-28","Knicks","","• Nate Robinson","sprained right knee (DNP)"
"10277","2008-03-28","Knicks","","• Zach Randolph","flu-like symptoms (DNP)"
"10278","2008-03-28","Spurs","","• Robert Horry","bruised left knee (DNP)"
"10279","2008-03-29","Blazers","","• Brandon Roy","strained right groin (DNP)"
"10280","2008-03-29","Bobcats","","• Othella Harrington","sore left knee (DNP)"
"10281","2008-03-29","Bulls","","• Aaron Gray","back spasms (DNP)"
"10282","2008-03-29","Bulls","","• Drew Gooden","abdomimal strain (DNP)"
"10283","2008-03-29","Cavaliers","","• Delonte West","left ankle tendinitis (DNP)"
"10284","2008-03-29","Clippers","","• Quinton Ross","sore left foot (DNP)"
"10285","2008-03-29","Clippers","","• Tim Thomas","sore Achilles tendon (DNP)"
"10286","2008-03-29","Suns","","• Grant Hill","groin injury (DNP)"
"10287","2008-03-30","Hawks","","• Salim Stoudamire","sore right ankle (DNP)"
"10288","2008-03-30","Heat","","• Daequan Cook","concussion (DNP)"
"10289","2008-03-30","Heat","","• Jason Williams","sprained right thumb (DNP)"
"10290","2008-03-30","Heat","","• Marcus Banks","pulled right hamstring (DNP)"
"10291","2008-03-30","Heat","","• Shawn Marion","sore back (DNP)"
"10292","2008-03-30","Heat","","• Udonis Haslem","recovering from surgery on left ankle to repair bone spur (DNP)"
"10293","2008-03-30","Kings","","• Spencer Hawes","sprained left ankle (DNP)"
"10294","2008-03-30","Knicks","","• Zach Randolph","flu-like symptoms (DNP)"
"10295","2008-03-30","Spurs","","• Robert Horry","bruised left knee (DNP)"
"10296","2008-03-31","Bobcats","","• Othella Harrington","sore left knee (DNP)"
"10297","Date","Team","Acquired","Relinquished","Notes"
"10298","2008-03-31","Clippers","","• Tim Thomas","sore Achilles tendon (DNP)"
"10299","2008-03-31","Heat","","• Jason Williams","sprained right thumb (DNP)"
"10300","2008-03-31","Heat","","• Marcus Banks","pulled right hamstring (DNP)"
"10301","2008-03-31","Heat","","• Shawn Marion","sore back (DNP)"
"10302","2008-03-31","Heat","","• Udonis Haslem","recovering from surgery on left ankle to repair bone spur (DNP)"
"10303","2008-03-31","Magic","","• Brian Cook","broken right middle finger (out 1-2 weeks)"
"10304","2008-03-31","Raptors","","• Jason Kapono","bruised right thigh (DNP)"
"10305","2008-03-31","Suns","","• Grant Hill","strained right groin (DNP)"
"10306","2008-03-31","Wizards","","• Antonio Daniels","left wrist injury (DNP)"
"10307","2008-03-31","Wizards","","• Caron Butler","torn labrum in left hip (DNP)"
"10308","2008-04-01","Kings","","• Spencer Hawes","sprained left ankle (DNP)"
"10309","2008-04-01","Suns","","• Grant Hill","strained right groin (DNP)"
"10310","2008-04-02","Blazers","","• Brandon Roy","strained right groin (DNP)"
"10311","2008-04-02","Clippers","","• Cuttino Mobley","heel injury (DNP)"
"10312","2008-04-02","Clippers","","• Tim Thomas","sore Achilles tendon (DNP)"
"10313","2008-04-02","Heat","","• Jason Williams","sprained right thumb (DNP)"
"10314","2008-04-02","Heat","","• Marcus Banks","pulled right hamstring (DNP)"
"10315","2008-04-02","Heat","","• Shawn Marion","sore back (DNP)"
"10316","2008-04-02","Heat","","• Udonis Haslem","recovering from surgery on left ankle to repair bone spur (DNP)"
"10317","2008-04-02","Lakers","","• Chris Mihm","recovering from surgery on right heel (DNP)"
"10318","2008-04-02","Sonics","","• Donyell Marshall","knee injury (DTD)"
"10319","2008-04-03","Blazers","","• Brandon Roy","strained right groin (DNP)"
"10320","2008-04-03","Blazers","","• Martell Webster","flu-like symptoms (DNP)"
"10321","2008-04-03","Bucks","","• Yi Jianlian / Jianlian Yi","left knee injury (DTD)"
"10322","2008-04-03","Clippers","","• Cuttino Mobley","heel injury (DNP)"
"10323","Date","Team","Acquired","Relinquished","Notes"
"10324","2008-04-03","Clippers","","• Tim Thomas","sore Achilles tendon (DNP)"
"10325","2008-04-04","Heat","","• Jason Williams","sprained right thumb (DNP)"
"10326","2008-04-04","Heat","","• Marcus Banks","pulled right hamstring (DNP)"
"10327","2008-04-04","Heat","","• Shawn Marion","sore back (DNP)"
"10328","2008-04-04","Heat","","• Udonis Haslem","recovering from surgery on left ankle to repair bone spur (DNP)"
"10329","2008-04-04","Knicks","","• Quentin Richardson","concussion (DNP)"
"10330","2008-04-04","Wizards","","• Antawn Jamison","sprained right shoulder (DNP)"
"10331","2008-04-05","Bobcats","","• Gerald Wallace","strained left groin (DNP)"
"10332","2008-04-05","Celtics","","• Kevin Garnett","rest (DNP)"
"10333","2008-04-05","Celtics","","• Ray Allen","rest (DNP)"
"10334","2008-04-05","Kings","","• Brad Miller","strained left knee (DNP)"
"10335","2008-04-05","Kings","","• Ron Artest / Metta World Peace","sprained left thumb (DNP)"
"10336","2008-04-05","Wizards","","• Antawn Jamison","sprained right shoulder (DNP)"
"10337","2008-04-05","Wizards","","• Gilbert Arenas","recovering from surgery on left knee (DNP)"
"10338","2008-04-06","Blazers","","• Joel Przybilla","broken bone in right hand (out for season)"
"10339","2008-04-06","Blazers","","• Martell Webster","irregular heartbeat (DNP)"
"10340","2008-04-06","Bucks","","• Jake Voskuhl","sprained left ankle (DNP)"
"10341","2008-04-06","Bucks","","• Maurice Williams / Mo Williams","abdominal strain (DNP)"
"10342","2008-04-06","Clippers","","• Tim Thomas","sore Achilles tendon (DNP)"
"10343","2008-04-06","Heat","","• Alexander Johnson","concussion (DNP)"
"10344","2008-04-06","Heat","","• Marcus Banks","pulled right hamstring (DNP)"
"10345","2008-04-06","Heat","","• Shawn Marion","sore back (DNP)"
"10346","2008-04-06","Heat","","• Udonis Haslem","recovering from surgery on left ankle to repair bone spur (DNP)"
"10347","2008-04-06","Kings","","• Brad Miller","strained left knee (DNP)"
"10348","2008-04-06","Knicks","","• Quentin Richardson","concussion (DNP)"
"10349","Date","Team","Acquired","Relinquished","Notes"
"10350","2008-04-06","Lakers","","• Luke Walton","strained right hamstring (DNP)"
"10351","2008-04-08","Blazers","","• Martell Webster","irregular heartbeat (DNP)"
"10352","2008-04-08","Bobcats","","• Derek Anderson","sore back (DNP)"
"10353","2008-04-08","Bobcats","","• Gerald Wallace","sore left groin (DNP)"
"10354","2008-04-08","Bobcats","","• Othella Harrington","sore left knee (DNP)"
"10355","2008-04-08","Bucks","","• Jake Voskuhl","sprained left ankle (DNP)"
"10356","2008-04-08","Bucks","","• Maurice Williams / Mo Williams","abdominal strain (DNP)"
"10357","2008-04-08","Clippers","","• Corey Maggette","strained right hamstring (DNP)"
"10358","2008-04-08","Heat","","• Alexander Johnson","concussion (DNP)"
"10359","2008-04-08","Heat","","• Marcus Banks","pulled right hamstring (DNP)"
"10360","2008-04-08","Heat","","• Shawn Marion","sore back (DNP)"
"10361","2008-04-08","Heat","","• Udonis Haslem","recovering from surgery on left ankle to repair bone spur (DNP)"
"10362","2008-04-08","Kings","","• Ron Artest / Metta World Peace","sprained left thumb (DNP)"
"10363","2008-04-08","Knicks","","• David Lee","back spasms (DNP)"
"10364","2008-04-08","Lakers","","• Luke Walton","strained right hamstring (DNP)"
"10365","2008-04-08","Nuggets","","• Nene / Nene Hilario / Maybyner Hilario","strained right groin (DNP)"
"10366","2008-04-08","Sonics","","• Donyell Marshall","sore right knee (DNP)"
"10367","2008-04-08","Sonics","","• Mouhamed Sene / Saer Sene","surgery on right knee to repair torn lateral meniscus (date approximate)"
"10368","2008-04-09","Bobcats","","• Derek Anderson","sore back (DNP)"
"10369","2008-04-09","Bobcats","","• Gerald Wallace","sore left groin (DNP)"
"10370","2008-04-09","Bobcats","","• Othella Harrington","sore left knee (DNP)"
"10371","2008-04-09","Bucks","","• Maurice Williams / Mo Williams","groin injury (DNP)"
"10372","2008-04-10","Clippers","","• Corey Maggette","strained right hamstring (DNP)"
"10373","2008-04-10","Nuggets","","• Nene / Nene Hilario / Maybyner Hilario","strained right groin (DNP)"
"10374","2008-04-10","Spurs","","• Emanuel Ginobili / Manu Ginobili","left groin injury (DTD)"
"10375","Date","Team","Acquired","Relinquished","Notes"
"10376","2008-04-11","Blazers","","• Martell Webster","irregular heartbeat (DNP)"
"10377","2008-04-11","Bucks","","• Charlie Villanueva","strained right hamstring (DNP)"
"10378","2008-04-11","Bucks","","• Maurice Williams / Mo Williams","abdominal strain (DNP)"
"10379","2008-04-11","Celtics","","• Leon Powe","sore right foot (DNP)"
"10380","2008-04-11","Grizzlies","","• Javaris Crittenton","sprained right thumb (DNP)"
"10381","2008-04-11","Heat","","• Alexander Johnson","concussion (DNP)"
"10382","2008-04-11","Heat","","• Marcus Banks","pulled right hamstring (DNP)"
"10383","2008-04-11","Heat","","• Shawn Marion","sore back (DNP)"
"10384","2008-04-11","Heat","","• Udonis Haslem","recovering from surgery on left ankle to repair bone spur (DNP)"
"10385","2008-04-11","Kings","","• Brad Miller","surgery on right elbow to remove bone chip (out for season)"
"10386","2008-04-11","Kings","","• Kenny Thomas","stomach virus (DNP)"
"10387","2008-04-11","Kings","","• Ron Artest / Metta World Peace","sprained left thumb (DNP)"
"10388","2008-04-11","Spurs","","• Emanuel Ginobili / Manu Ginobili","strained left adductor muscle (DNP)"
"10389","2008-04-11","Timberwolves","","• Craig Smith","sprained left sternoclavicular (DNP)"
"10390","2008-04-12","Blazers","","• Martell Webster","irregular heartbeat (DNP)"
"10391","2008-04-12","Bobcats","","• Derek Anderson","sore back (DNP)"
"10392","2008-04-12","Bobcats","","• Gerald Wallace","strained left groin (DNP)"
"10393","2008-04-12","Bobcats","","• Othella Harrington","sore left knee (DNP)"
"10394","2008-04-12","Bucks","","• Charlie Villanueva","strained right calf (DNP)"
"10395","2008-04-12","Bucks","","• Maurice Williams / Mo Williams","abdominal strain (DNP)"
"10396","2008-04-12","Bucks","• Michael Ruffin","","sprained left ankle (DNP)"
"10397","2008-04-12","Clippers","","• Quinton Ross","left leg injury (DNP)"
"10398","2008-04-12","Grizzlies","","• Darko Milicic","undisclosed injury (DTD)"
"10399","2008-04-12","Grizzlies","","• Javaris Crittenton","sprained right thumb (DNP)"
"10400","2008-04-12","Kings","","• Kevin Martin","strained right knee (DNP)"
"10401","Date","Team","Acquired","Relinquished","Notes"
"10402","2008-04-12","Warriors","","• Matt Barnes","DNP"
"10403","2008-04-12","Wizards","","• Caron Butler","bruised right knee (DNP)"
"10404","2008-04-13","Cavaliers","","• Damon Jones","knee tendinitis (DTD)"
"10405","2008-04-13","Heat","","• Alexander Johnson","concussion (DNP)"
"10406","2008-04-13","Heat","","• Marcus Banks","pulled right hamstring (DNP)"
"10407","2008-04-13","Heat","","• Shawn Marion","sore back (DNP)"
"10408","2008-04-13","Heat","","• Udonis Haslem","recovering from surgery on left ankle to repair bone spur (DNP)"
"10409","2008-04-13","Rockets","","• Bobby Jackson","left knee injury (DNP)"
"10410","2008-04-13","Spurs","","• Emanuel Ginobili / Manu Ginobili","strained left adductor muscle (DNP)"
"10411","2008-04-14","Bucks","","• Maurice Williams / Mo Williams","abdominal strain (DNP)"
"10412","2008-04-14","Celtics","","• Kevin Garnett","rest (DNP)"
"10413","2008-04-14","Celtics","","• Ray Allen","rest (DNP)"
"10414","2008-04-14","Heat","","• Alexander Johnson","concussion (DNP)"
"10415","2008-04-14","Heat","","• Marcus Banks","pulled right hamstring (DNP)"
"10416","2008-04-14","Heat","","• Shawn Marion","sore back (DNP)"
"10417","2008-04-14","Heat","","• Udonis Haslem","recovering from surgery on left ankle to repair bone spur (DNP)"
"10418","2008-04-14","Kings","","• Kevin Martin","strained right knee (DNP)"
"10419","2008-04-14","Kings","","• Ron Artest / Metta World Peace","sprained left thumb (DNP)"
"10420","2008-04-14","Knicks","","• Quentin Richardson","sprained left ankle (DNP)"
"10421","2008-04-14","Pacers","","• Jeff Foster","bruised right knee (DNP)"
"10422","2008-04-14","Wizards","","• Caron Butler","bruised right knee (DNP)"
"10423","2008-04-14","Wizards","","• Gilbert Arenas","sore left knee / rest (DNP)"
"10424","2008-04-15","Blazers","","• Martell Webster","irregular heartbeat (DNP)"
"10425","2008-04-15","Bobcats","","• Derek Anderson","sore back (DNP)"
"10426","2008-04-15","Bobcats","","• Gerald Wallace","strained left groin (DNP)"
"10427","Date","Team","Acquired","Relinquished","Notes"
"10428","2008-04-15","Bobcats","","• Othella Harrington","sore left knee (DNP)"
"10429","2008-04-15","Cavaliers","","• Aleksandar Pavlovic / Sasha Pavlovic","sprained left ankle (out 2-3 weeks)"
"10430","2008-04-15","Clippers","","• Tim Thomas","sore Achilles tendon (DNP)"
"10431","2008-04-15","Grizzlies","","• Javaris Crittenton","sprained right thumb (DNP)"
"10432","2008-04-15","Kings","","• Kevin Martin","bruised right knee (DNP)"
"10433","2008-04-15","Kings","","• Ron Artest / Metta World Peace","sprained left thumb (DNP)"
"10434","2008-04-16","Blazers","","• Martell Webster","irregular heartbeat (DNP)"
"10435","2008-04-16","Bobcats","","• Derek Anderson","sore back (DNP)"
"10436","2008-04-16","Bobcats","","• Gerald Wallace","strained left groin (DNP)"
"10437","2008-04-16","Bobcats","","• Othella Harrington","sore left knee (DNP)"
"10438","2008-04-16","Bucks","","• Maurice Williams / Mo Williams","abdominal strain (DNP)"
"10439","2008-04-16","Cavaliers","","• Aleksandar Pavlovic / Sasha Pavlovic","sprained left ankle (DNP)"
"10440","2008-04-16","Clippers","","• Tim Thomas","sore Achilles tendon (DNP)"
"10441","2008-04-16","Grizzlies","","• Darko Milicic","undisclosed injury (DNP)"
"10442","2008-04-16","Grizzlies","","• Javaris Crittenton","sprained right thumb (DNP)"
"10443","2008-04-16","Heat","","• Marcus Banks","pulled right hamstring (DNP)"
"10444","2008-04-16","Heat","","• Shawn Marion","sore back (DNP)"
"10445","2008-04-16","Heat","","• Udonis Haslem","recovering from surgery on left ankle to repair bone spur (DNP)"
"10446","2008-04-16","Knicks","","• Quentin Richardson","sprained left ankle (DNP)"
"10447","2008-04-16","Knicks","","• Renaldo Balkman","bruised right foot (DNP)"
"10448","2008-04-16","Knicks","","• Wilson Chandler","sprained left knee (DNP)"
"10449","2008-04-16","Timberwolves","","• Craig Smith","sprained left sternoclavicular (DNP)"
"10450","2008-04-16","Wizards","","• Antawn Jamison","rest (DNP)"
"10451","2008-04-16","Wizards","","• Caron Butler","bruised right knee (DNP)"
"10452","2008-04-16","Wizards","","• Gilbert Arenas","sore left knee (DNP)"
"10453","Date","Team","Acquired","Relinquished","Notes"
"10454","2008-04-17","Sonics","","• Mouhamed Sene / Saer Sene","microfracture surgery on right knee (out indefinitely)"
"10455","2008-04-21","Cavaliers","• Damon Jones","","returned to lineup"
"10456","2008-04-23","Nets","","• Vince Carter","surgery on right ankle to remove bone spur"
"10457","2008-04-24","Kings","","• Ron Artest / Metta World Peace","surgery on left thumb to repair torn ligament"
"10458","2008-04-26","Pistons","","• Antonio McDyess","surgery to repair broken nose"
"10459","2008-04-27","Mavericks","","• Tyronn Lue","strained lower back (DNP)"
"10460","2008-04-27","Suns","","• Grant Hill","right groin injury (DNP)"
"10461","2008-04-30","Wizards","","• Gilbert Arenas","pinched nerve in left knee (DNP)"
"10462","2008-05-06","Rockets","","• Tracy McGrady","arthroscopic surgery on left shoulder and knee"
"10463","2008-05-07","Pacers","","• Travis Diener","surgery on left toe to remove bone spurs"
"10464","2008-05-08","Bucks","","• Maurice Williams / Mo Williams","surgery on right thumb to repair ligament damage"
"10465","2008-05-09","Rockets","","• Rafer Alston","surgery on right ankle to repair ligament and tendon damage"
"10466","2008-05-09","Rockets","","• Shane Battier","arthroscopic surgery on left ankle to remove bone spurs"
"10467","2008-05-15","Cavaliers","","• Daniel Gibson","separated left shoulder (right shoulder per CBC) (out 1-2 weeks)"
"10468","2008-05-18","Lakers","","• Andrew Bynum","arthroscopic surgery on left knee to remove loose debris"
"10469","2008-05-20","Nuggets","","• George Karl","head coach underwent left hip replacement surgery"
"10470","2008-05-21","Raptors","","• Anthony Parker","surgery on right hand to repair torn tendon in middle finger"
"10471","2008-05-23","Jazz","","• Paul Millsap","surgery on left thumb to repair torn ligament"
"10472","2008-06-05","Jazz","","• Kyle Korver","surgery on left foot to remove bone spur"
"10473","2008-06-10","Cavaliers","","• Daniel Gibson","arthroscopic surgery on left ankle"
"10474","2008-06-13","Jazz","","• Matt Harpring","surgery on right ankle to remove 2 bone spurs"
"10475","2008-07-02","Sonics","","• Earl Watson","fractured thumb (out 3-4 months)"
"10476","2008-07-03","Sonics","","• Earl Watson","surgery to repair fractured thumb"
"10477","2008-07-18","Lakers","","• Luke Walton","surgery on right ankle to remove bone spurs (out indefinitely)"
"10478","2008-07-31","Nuggets","","• Sonny Weems","surgery to repair sports hernia (out ~4 weeks)"
"10479","Date","Team","Acquired","Relinquished","Notes"
"10480","2008-08-08","76ers","","• Jason Smith","torn ACL in left knee (out indefinitely))"
"10481","2008-08-14","Blazers","","• Brandon Roy","surgery on left knee to repair torn meniscus (out 4-8 weeks)"
"10482","2008-08-28","Rockets","","• Chuck Hayes","surgery to repair broken nose (out 4-6 weeks)"
"10483","2008-09-03","Spurs","","• Emanuel Ginobili / Manu Ginobili","arthroscopic surgery on left ankle (out 2-3 months)"
"10484","2008-09-08","Blazers","","• Channing Frye","arthroscopic surgery on left ankle to remove bone spurs (out 8-10 weeks)"
"10485","2008-09-08","Heat","","• Jason Richards","torn ACL in knee (out for season)"
"10486","2008-09-11","Timberwolves","","• Jason Collins","surgery on right elbow to repair ruptured triceps tendon (out 6-8 weeks)"
"10487","2008-09-12","Blazers","","• Raef LaFrentz","arthroscopic surgery on right shoulder to repair torn labrum (date approximate)"
"10488","2008-09-17","76ers","","• Jason Smith","surgery on left knee to repair torn ACL (out for season)"
"10489","2008-09-17","Wizards","","• Gilbert Arenas","arthroscopic surgery on left knee to remove loose debris (out 2-3 months)"
"10490","2008-09-18","Timberwolves","","• Al Jefferson","sprained MCL in right knee (out 2-3 weeks)"
"10491","2008-09-24","Nuggets","","• Chucky Atkins","arthroscopic surgery on right knee to repair torn cartilage and remove loose bodies (out ~6 weeks)"
"10492","2008-09-26","Rockets","","• Shane Battier","inflammation in left foot (out ~4 weeks)"
"10493","2008-10-02","Knicks","","• Jared Jeffries","fractured left fibula (out 6-8 weeks)"
"10494","2008-10-02","Suns","","• Amare Stoudemire / Amar'e Stoudemire","partially torn iris in right eye (DTD)"
"10495","2008-10-08","Blazers","","• Martell Webster","stress fracture in left foot (out 8-10 weeks)"
"10496","2008-10-08","Wizards","","• Brendan Haywood","torn ligament in right wrist (out indefinitely)"
"10497","2008-10-09","Blazers","","• Martell Webster","surgery on left foot to repair stress fracture"
"10498","2008-10-09","Heat","","• Jamaal Magloire","fractured left hand (out indefinitely)"
"10499","2008-10-10","Thunder","","• D.J. White","surgery on jaw to remove benign growth (out 4-6 months)"
"10500","2008-10-16","Heat","","• James Jones (Andrew)","surgery on right wrist to repair torn ligament (out 4-6 months)"
"10501","2008-10-16","Wizards","","• Brendan Haywood","surgery on right wrist to repair torn ligament (out 4-6 months)"
"10502","2008-10-18","Cavaliers","","• Darnell Jackson","fractured left wrist (out indefinitely)"
