"","X1","X2","X3","X4","X5"
"22463","2018-02-13","Jazz","• Tony Bradley","","returned to lineup"
"22464","2018-02-14","76ers","","• Joel Embiid","sore right ankle (DTD)"
"22465","Date","Team","Acquired","Relinquished","Notes"
"22466","2018-02-14","Grizzlies","• Deyonta Davis","","returned to lineup"
"22467","2018-02-14","Hawks","","• Dennis Schröder","tightness in lower back (DTD)"
"22468","2018-02-14","Hawks","","• Kent Bazemore","rest (DTD)"
"22469","2018-02-14","Nets","","• Jahlil Okafor","tightness in left calf (DTD)"
"22470","2018-02-14","Rockets","","• Eric Gordon","bruised right knee (DTD)"
"22471","2018-02-14","Suns","","• Tyson Chandler","neck spasms (DTD)"
"22472","2018-02-14","Wizards","• Markieff Morris","","returned to lineup"
"22473","2018-02-15","Nuggets","","• Richard Jefferson","right wrist injury (DTD)"
"22474","2018-02-16","Lakers","","• Channing Frye","appendectomy (out indefinitely)"
"22475","2018-02-17","Lakers","","• Channing Frye","appendectomy (out indefinitely)"
"22476","2018-02-22","76ers","• Joel Embiid","","returned to lineup"
"22477","2018-02-22","Grizzlies","","• Chandler Parsons","illness (DTD)"
"22478","2018-02-22","Hawks","","• Malcolm Delaney","strained right knee (DTD)"
"22479","2018-02-22","Hawks","• Dennis Schröder","","returned to lineup"
"22480","2018-02-22","Magic","• Aaron Gordon","","returned to lineup"
"22481","2018-02-22","Nets","• Jahlil Okafor","","returned to lineup"
"22482","2018-02-22","Hawks","","• Antonius Cleveland","left ankle injury (DTD)"
"22483","2018-02-23","Clippers","","• Danilo Gallinari","sprained right hand (DTD)"
"22484","2018-02-23","Jazz","","• Raulzinho Neto / Raul Neto","sprained right ankle (DTD)"
"22485","2018-02-23","Rockets","","• Eric Gordon","illness (DTD)"
"22486","2018-02-23","Spurs","","• Danny Green","illness (DTD)"
"22487","2018-02-24","Bulls","","• Paul Zipser","left foot injury (DTD)"
"22488","2018-02-24","Grizzlies","","• Marc Gasol","DNP"
"22489","2018-02-24","Lakers","","• Channing Frye","recovering from appendectomy (DTD)"
"22490","2018-02-25","Spurs","","• Emanuel Ginobili / Manu Ginobili","bruised sternum (DTD)"
"22491","Date","Team","Acquired","Relinquished","Notes"
"22492","2018-02-25","Spurs","• Danny Green","","returned to lineup"
"22493","2018-02-25","Timberwolves","","• Jimmy Butler","surgery on right knee to repair meniscus injury"
"22494","2018-02-26","Hawks","","• DeAndre' Bembry","strained abdominal (DTD)"
"22495","2018-02-26","Kings","","• Garrett Temple","back injury (DTD)"
"22496","2018-02-26","Nets","","• Jahlil Okafor","illness (DTD)"
"22497","2018-02-26","Rockets","","• Brandan Wright","sore right knee (DTD)"
"22498","2018-02-26","Rockets","","• Clint Capela","illness (DTD)"
"22499","2018-02-26","Rockets","","• Ryan Anderson","sore left groin/hip (DTD)"
"22500","2018-02-27","Grizzlies","","• Deyonta Davis","left ankle injury (DTD)"
"22501","2018-02-27","Heat","• Kelly Olynyk","","returned to lineup"
"22502","2018-02-28","Bucks","","• Tony Snell","bruised right thigh (DTD)"
"22503","2018-02-28","Celtics","","• Daniel Theis","sore right hamstring (DTD)"
"22504","2018-02-28","Hawks","• Malcolm Delaney","","returned to lineup"
"22505","2018-02-28","Hornets","","• Michael Kidd-Gilchrist","sore left hamstring (DTD)"
"22506","2018-02-28","Lakers","","• Josh Hart","fractured left hand (out indefinitely)"
"22507","2018-02-28","Rockets","• Clint Capela","","returned to lineup"
"22508","2018-02-28","Rockets","• Eric Gordon","","returned to lineup"
"22509","2018-02-28","Spurs","• Emanuel Ginobili / Manu Ginobili","","returned to lineup"
"22510","2018-03-01","Heat","","• Wayne Ellington","bruised left quadricep (DTD)"
"22511","2018-03-01","Kings","• Garrett Temple","","returned to lineup"
"22512","2018-03-02","Clippers","","• Danilo Gallinari","fractured right hand (out indefinitely)"
"22513","2018-03-02","Grizzlies","","• Andrew Harrison","right wrist injury (DTD)"
"22514","2018-03-02","Grizzlies","","• JaMychal Green","illness (DTD)"
"22515","2018-03-02","Hornets","• Michael Kidd-Gilchrist","","returned to lineup"
"22516","2018-03-02","Jazz","• Raulzinho Neto / Raul Neto","","returned to lineup"
"22517","Date","Team","Acquired","Relinquished","Notes"
"22518","2018-03-02","Lakers","","• Josh Hart","surgery on left hand to repair fracture (out indefinitely)"
"22519","2018-03-03","Celtics","• Daniel Theis","","returned to lineup"
"22520","2018-03-03","Grizzlies","","• Wayne Selden Jr.","sore right knee (DTD)"
"22521","2018-03-03","Grizzlies","• JaMychal Green","","returned to lineup"
"22522","2018-03-03","Nuggets","• Richard Jefferson","","returned to lineup"
"22523","2018-03-04","Bucks","• Tony Snell","","returned to lineup"
"22524","2018-03-04","Cavaliers","","• Tristan Thompson","sprained right ankle (DTD)"
"22525","2018-03-04","Grizzlies","","• Mario Chalmers","right hamstring injury (DTD)"
"22526","2018-03-04","Nets","• Jahlil Okafor","","returned to lineup"
"22527","2018-03-04","Pelicans","","• Emeka Okafor","sprained right ankle (DTD)"
"22528","2018-03-04","Wizards","","• Kelly Oubre Jr.","sore left foot (DTD)"
"22529","2018-03-05","Bucks","","• Tyler Zeller","sore back (DTD)"
"22530","2018-03-05","Grizzlies","","• Jarell Martin","right knee injury (DTD)"
"22531","2018-03-05","Grizzlies","","• Mario Chalmers","right hamstring injury (DTD)"
"22532","2018-03-05","Grizzlies","• Wayne Selden Jr.","","returned to lineup"
"22533","2018-03-05","Hawks","","• Malcolm Delaney","sprained left ankle (out for season)"
"22534","2018-03-05","Hornets","","• Michael Carter-Williams","sprained left shoulder (out for season)"
"22535","2018-03-05","Jazz","","• Derrick Favors","neck spasms (DTD)"
"22536","2018-03-05","Rockets","","• Joe Johnson","illness (DTD)"
"22537","2018-03-06","Pelicans","• Emeka Okafor","","returned to lineup"
"22538","2018-03-06","Wizards","• Kelly Oubre Jr.","","returned to lineup"
"22539","2018-03-07","Grizzlies","","• Mario Chalmers","right hamstring injury (DTD)"
"22540","2018-03-07","Jazz","• Derrick Favors","","returned to lineup"
"22541","2018-03-07","Spurs","","• Pau Gasol","sprained right shoulder (DTD)"
"22542","2018-03-07","Warriors","","• Jordan Bell","sprained right ankle (DTD)"
"22543","Date","Team","Acquired","Relinquished","Notes"
"22544","2018-03-08","Heat","• Wayne Ellington","","returned to lineup"
"22545","2018-03-08","Magic","","• Evan Fournier","sprained MCL in left knee (out for season)"
"22546","2018-03-08","Spurs","","• Pau Gasol","sprained ACL in right knee (DTD)"
"22547","2018-03-09","Celtics","","• Jaylen Brown","concussion (out indefinitely)"
"22548","2018-03-09","Grizzlies","• Jarell Martin","","returned to lineup"
"22549","2018-03-09","Hornets","","• Michael Carter-Williams","surgery on left shoulder to repair posterior tear in labrum (out for season)"
"22550","2018-03-09","Magic","","• Aaron Gordon","concussion (DTD)"
"22551","2018-03-09","Pelicans","","• Anthony Davis","sprained left ankle (DTD)"
"22552","2018-03-09","Pistons","","• Dwight Buycks","sprained left ankle (DTD)"
"22553","2018-03-09","Thunder","","• Terrance Ferguson","concussion (out indefinitely)"
"22554","2018-03-10","Cavaliers","","• Cedi Osman","strained left hip (out indefinitely)"
"22555","2018-03-10","Cavaliers","","• Rodney Hood","strained lower back (DTD)"
"22556","2018-03-10","Spurs","• Pau Gasol","","returned to lineup"
"22557","2018-03-10","Suns","","• Devin Booker","strained left tricep (DTD)"
"22558","2018-03-10","Bucks","• Mirza Teletovic","","returned to lineup"
"22559","2018-03-11","Hawks","","• Dennis Schröder","sprained left elbow (DTD)"
"22560","2018-03-11","Knicks","","• Enes Kanter / Enes Freedom","back spasms (DTD)"
"22561","2018-03-11","Mavericks","","• Wesley Matthews / Wes Matthews Jr.","fractured right fibula (out for season)"
"22562","2018-03-11","Pelicans","• Anthony Davis","","returned to lineup"
"22563","2018-03-11","Rockets","","• James Harden","sore left knee (DTD)"
"22564","2018-03-11","Spurs","","• LaMarcus Aldridge","sore right knee (DTD)"
"22565","2018-03-12","Celtics","","• Daniel Theis","torn meniscus in left knee (out for season)"
"22566","2018-03-12","Celtics","","• Marcus Smart","sprained right thumb (out indefinitely)"
"22567","2018-03-12","Hawks","","• Jaylen Morris","sprained left ankle (out for season)"
"22568","2018-03-12","Hawks","","• Kent Bazemore","bone bruise in right knee (out for season)"
"22569","Date","Team","Acquired","Relinquished","Notes"
"22570","2018-03-12","Jazz","","• Raulzinho Neto / Raul Neto","fractured left wrist (out indefinitely)"
"22571","2018-03-12","Rockets","• James Harden","","returned to lineup"
"22572","2018-03-13","Clippers","","• Avery Bradley","surgery to repair athletic pubalgia / sports hernia (out for season)"
"22573","2018-03-13","Hawks","• Dennis Schröder","","returned to lineup"
"22574","2018-03-13","Knicks","• Enes Kanter / Enes Freedom","","returned to lineup"
"22575","2018-03-13","Nets","","• Jarrett Allen","sore left foot (DTD)"
"22576","2018-03-13","Pistons","","• Reggie Bullock","back injury (DTD)"
"22577","2018-03-13","Suns","• Devin Booker","","returned to lineup"
"22578","2018-03-13","Warriors","","• Draymond Green","sore right shoulder (DTD)"
"22579","2018-03-14","Celtics","","• Kyrie Irving","sore left knee (DTD)"
"22580","2018-03-14","Heat","","• Josh Richardson","sore left foot (DTD)"
"22581","2018-03-14","Lakers","","• Kyle Kuzma","sprained right ankle (DTD)"
"22582","2018-03-14","Pacers","","• Domantas Sabonis","sprained left ankle (DTD)"
"22583","2018-03-14","Rockets","","• Zhou Qi / Qi Zhou","rib injury (DTD)"
"22584","2018-03-15","Pistons","• Dwight Buycks","","returned to lineup"
"22585","2018-03-15","Pistons","• Reggie Bullock","","returned to lineup"
"22586","2018-03-16","76ers","","• Timothe Luwawu-Cabarrot","patellar tendinitis in right knee (DTD)"
"22587","2018-03-16","Bulls","","• Kris Dunn","sprained right toe (out for season)"
"22588","2018-03-16","Celtics","","• Marcus Smart","surgery on right thumb (out indefinitely)"
"22589","2018-03-16","Heat","• Josh Richardson","","returned to lineup"
"22590","2018-03-16","Lakers","• Kyle Kuzma","","returned to lineup"
"22591","2018-03-16","Nets","• Jarrett Allen","","returned to lineup"
"22592","2018-03-17","Bulls","","• Noah Vonleh","sprained right toe (DTD)"
"22593","2018-03-17","Cavaliers","","• Rodney Hood","strained lower back (DTD)"
"22594","2018-03-17","Nuggets","","• Gary Harris","right knee injury (DTD)"
"22595","Date","Team","Acquired","Relinquished","Notes"
"22596","2018-03-17","Pelicans","","• Rajon Rondo","rest (DTD)"
"22597","2018-03-17","Rockets","• Ryan Anderson","","returned to lineup"
"22598","2018-03-17","Suns","","• Devin Booker","sprained right hand (out for season)"
"22599","2018-03-17","Suns","","• Tyson Chandler","neck injury (out for season)"
"22600","2018-03-18","Hornets","","• Nicolas Batum","left Achilles tendinitis (DTD)"
"22601","2018-03-18","Pelicans","• Rajon Rondo","","returned to lineup"
"22602","2018-03-18","Rockets","• Zhou Qi / Qi Zhou","","returned to lineup"
"22603","2018-03-19","Bulls","• Noah Vonleh","","returned to lineup"
"22604","2018-03-19","Cavaliers","","• Tyronn Lue","took leave of absence as head coach to address health issues"
"22605","2018-03-19","Grizzlies","","• Marc Gasol","illness (DTD)"
"22606","2018-03-19","Hawks","","• John Collins (Martin)","sprained left ankle (DTD)"
"22607","2018-03-19","Jazz","","• Derrick Favors","sore left knee (DTD)"
"22608","2018-03-19","Magic","• Aaron Gordon","","returned to lineup"
"22609","2018-03-20","Magic","","• Jonathon Simmons","bruised right wrist (out for season)"
"22610","2018-03-20","Pelicans","","• Jrue Holiday","illness (DTD)"
"22611","2018-03-20","Raptors","","• DeMar DeRozan","bruised left thigh (DTD)"
"22612","2018-03-21","Grizzlies","","• Ivan Rabb","right heel injury (DTD)"
"22613","2018-03-21","Hornets","","• Nicolas Batum","sore left Achilles (DTD)"
"22614","2018-03-21","Kings","","• Garrett Temple","sprained left ankle (out for season)"
"22615","2018-03-21","Pelicans","• Jrue Holiday","","returned to lineup"
"22616","2018-03-21","Raptors","• DeMar DeRozan","","returned to lineup"
"22617","2018-03-21","Nets","","• Dante Cunningham","DNP"
"22618","2018-03-22","Bulls","","• Antonio Blakeney","fractured left wrist (out for season)"
"22619","2018-03-22","Grizzlies","","• Andrew Harrison","right wrist injury (DTD)"
"22620","2018-03-22","Grizzlies","• Ivan Rabb","","returned to lineup"
"22621","Date","Team","Acquired","Relinquished","Notes"
"22622","2018-03-22","Hawks","","• Dennis Schröder","rest (DTD)"
"22623","2018-03-22","Magic","","• Jonathan Isaac","sprained left foot (DTD)"
"22624","2018-03-22","Rockets","","• Chris Paul","sore left hamstring (DTD)"
"22625","2018-03-22","Warriors","","• Draymond Green","bruised pelvis (DTD)"
"22626","2018-03-23","Blazers","","• Shabazz Napier","left big toe injury (DTD)"
"22627","2018-03-23","Celtics","","• Kyrie Irving","surgery on left knee (out for season)"
"22628","2018-03-23","Grizzlies","","• Ivan Rabb","right heel injury (DTD)"
"22629","2018-03-23","Hawks","• Dennis Schröder","","returned to lineup"
"22630","2018-03-23","Hawks","• John Collins (Martin)","• John Collins (Martin)","returned to lineup"
"22631","2018-03-23","Nets","• Dante Cunningham","","returned to lineup"
"22632","2018-03-23","Timberwolves","","• Derrick Rose","sprained right ankle (DTD)"
"22633","2018-03-24","Grizzlies","","• Chandler Parsons","sore right knee (DTD)"
"22634","2018-03-24","Grizzlies","• Andrew Harrison","","returned to lineup"
"22635","2018-03-24","Lakers","","• Isaiah Thomas","right hip injury (out for season)"
"22636","2018-03-24","Lakers","","• Luol Deng","sprained left ankle (DTD)"
"22637","2018-03-24","Pelicans","","• Nikola Mirotic","hip injury (DTD)"
"22638","2018-03-24","Pelicans","","• Nikola Mirotic","right hip flexor injury (DTD)"
"22639","2018-03-24","Pelicans","","• Rajon Rondo","sprained right wrist (DTD)"
"22640","2018-03-24","Rockets","","• Luc Richard Mbah a Moute / Luc Mbah a Moute","sore left knee (DTD)"
"22641","2018-03-24","Warriors","","• Stephen Curry","sprained MCL in left knee (out indefinitely)"
"22642","2018-03-25","Blazers","• Shabazz Napier","","returned to lineup"
"22643","2018-03-25","Hawks","","• Dennis Schröder","sprained left ankle (out for season)"
"22644","2018-03-25","Knicks","","• Damyean Dotson","sprained right foot (DTD)"
"22645","2018-03-25","Knicks","","• Kyle O'Quinn","strained left hip (DTD)"
"22646","2018-03-25","Warriors","","• Draymond Green","flu (DTD)"
"22647","Date","Team","Acquired","Relinquished","Notes"
"22648","2018-03-26","Bulls","","• Paul Zipser","sore left foot (out for season)"
"22649","2018-03-26","Grizzlies","• Chandler Parsons","","returned to lineup"
"22650","2018-03-26","Knicks","","• Emmanuel Mudiay","illness (DTD)"
"22651","2018-03-27","Heat","","• Edrice Adebayo / Bam Adebayo","sprained right ankle (DTD)"
"22652","2018-03-27","Mavericks","","• Dwight Powell","left knee injury (DTD)"
"22653","2018-03-27","Mavericks","","• Dwight Powell","bursitis in knee (DTD)"
"22654","2018-03-27","Mavericks","","• Nerlens Noel","rest (DTD)"
"22655","2018-03-27","Pelicans","","• Alexis Ajinca / Alex Ajinca","surgery on left knee (out for season)"
"22656","2018-03-27","Pelicans","","• Rajon Rondo","sprained right wrist (DTD)"
"22657","2018-03-27","Pelicans","• Nikola Mirotic","","returned to lineup"
"22658","2018-03-27","Rockets","","• Clint Capela","sprained left thumb (DTD)"
"22659","2018-03-27","Rockets","• Chris Paul","","returned to lineup"
"22660","2018-03-27","Blazers","","• Maurice Harkless / Moe Harkless","surgery on left knee (out indefinitely)"
"22661","2018-03-27","Warriors","","• Chris Boucher","sprained left ankle (DTD)"
